GroupID,Item,Rating,App,Data,Ease,Class,Semester,Lockdown
169,21,5,4,3,4,DA,Spring,PRE
169,34,5,4,4,4,DA,Spring,PRE
169,45,5,5,4,3,DA,Spring,PRE
169,70,5,5,4,4,DA,Spring,PRE
169,49,2,3,4,2,DA,Spring,PRE
169,52,3,3,4,2,DA,Spring,PRE
169,63,2,3,4,4,DA,Spring,PRE
170,26,5,5,4,3,DA,Spring,PRE
170,30,5,5,4,3,DA,Spring,PRE
170,45,5,5,4,3,DA,Spring,PRE
170,22,1,2,3,2,DA,Spring,PRE
170,34,1,2,3,2,DA,Spring,PRE
170,44,1,2,3,2,DA,Spring,PRE
171,21,4,4,4,4,DA,Spring,PRE
171,28,4,4,4,4,DA,Spring,PRE
171,30,5,5,5,4,DA,Spring,PRE
171,22,2,2,3,4,DA,Spring,PRE
171,23,2,3,2,4,DA,Spring,PRE
171,24,2,3,3,4,DA,Spring,PRE
172,25,4,3,3,3,DA,Spring,PRE
172,41,4,2,3,3,DA,Spring,PRE
172,46,5,3,3,3,DA,Spring,PRE
172,23,1,1,1,1,DA,Spring,PRE
172,40,1,1,1,1,DA,Spring,PRE
172,42,1,1,1,1,DA,Spring,PRE
172,43,1,1,1,1,DA,Spring,PRE
173,21,5,5,3,2,DA,Spring,PRE
173,28,4,2,1,3,DA,Spring,PRE
173,55,4,5,3,2,DA,Spring,PRE
173,57,4,4,2,2,DA,Spring,PRE
173,69,5,4,4,2,DA,Spring,PRE
173,31,3,1,2,2,DA,Spring,PRE
173,33,1,2,1,1,DA,Spring,PRE
173,66,3,1,1,1,DA,Spring,PRE
174,36,4,4,4,4,DA,Spring,PRE
174,57,5,5,4,4,DA,Spring,PRE
174,63,4,4,4,4,DA,Spring,PRE
174,26,2,1,2,2,DA,Spring,PRE
174,50,2,1,2,2,DA,Spring,PRE
174,64,1,2,2,2,DA,Spring,PRE
175,22,5,4,4,5,DA,Spring,PRE
175,46,5,3,3,3,DA,Spring,PRE
175,56,5,4,4,4,DA,Spring,PRE
175,23,2,3,3,3,DA,Spring,PRE
175,28,3,4,3,3,DA,Spring,PRE
175,34,3,3,3,3,DA,Spring,PRE
176,33,4,4,4,3,DA,Spring,PRE
176,58,5,4,4,3,DA,Spring,PRE
176,61,4,5,5,4,DA,Spring,PRE
176,21,2,2,2,2,DA,Spring,PRE
176,27,1,3,3,3,DA,Spring,PRE
176,30,2,1,3,3,DA,Spring,PRE
177,21,4,4,3,3,DA,Spring,PRE
177,40,5,5,5,5,DA,Spring,PRE
177,49,4,3,4,4,DA,Spring,PRE
177,70,4,4,3,3,DA,Spring,PRE
177,27,1,3,2,2,DA,Spring,PRE
177,57,2,2,3,3,DA,Spring,PRE
177,63,1,3,3,2,DA,Spring,PRE
178,30,4,4,4,3,DA,Spring,PRE
178,51,3,3,3,3,DA,Spring,PRE
178,62,5,4,4,4,DA,Spring,PRE
178,23,2,3,3,4,DA,Spring,PRE
178,34,3,3,4,3,DA,Spring,PRE
178,52,2,3,4,4,DA,Spring,PRE
179,21,5,5,5,4,DA,Spring,PRE
179,36,4,4,4,4,DA,Spring,PRE
179,41,4,4,4,3,DA,Spring,PRE
179,24,2,2,2,3,DA,Spring,PRE
179,28,2,3,3,2,DA,Spring,PRE
179,52,1,2,2,3,DA,Spring,PRE
180,21,4,4,3,3,DA,Spring,PRE
180,23,4,4,4,3,DA,Spring,PRE
180,40,5,4,3,3,DA,Spring,PRE
180,29,2,2,2,3,DA,Spring,PRE
180,38,3,3,2,3,DA,Spring,PRE
180,39,3,3,3,2,DA,Spring,PRE
180,55,2,2,2,2,DA,Spring,PRE
181,21,5,4,4,5,DA,Spring,PRE
181,22,5,4,5,4,DA,Spring,PRE
181,56,5,5,5,4,DA,Spring,PRE
181,35,3,4,4,4,DA,Spring,PRE
181,39,3,5,4,5,DA,Spring,PRE
181,43,3,5,4,4,DA,Spring,PRE
182,21,5,5,4,5,DA,Fall,PRE
182,34,5,5,4,5,DA,Fall,PRE
182,37,5,5,4,5,DA,Fall,PRE
182,69,5,5,4,5,DA,Fall,PRE
182,70,5,5,4,5,DA,Fall,PRE
182,24,1,1,1,2,DA,Fall,PRE
182,26,3,2,2,2,DA,Fall,PRE
182,28,3,3,2,2,DA,Fall,PRE
182,30,3,3,2,2,DA,Fall,PRE
183,25,5,4,2,5,DA,Fall,PRE
183,26,4,4,3,4,DA,Fall,PRE
183,40,5,4,5,4,DA,Fall,PRE
183,49,5,3,2,4,DA,Fall,PRE
183,50,5,4,3,4,DA,Fall,PRE
183,61,5,3,5,5,DA,Fall,PRE
183,69,5,5,1,5,DA,Fall,PRE
183,21,2,4,3,3,DA,Fall,PRE
183,22,2,3,3,3,DA,Fall,PRE
183,23,2,3,3,3,DA,Fall,PRE
183,66,2,3,3,3,DA,Fall,PRE
184,21,5,5,5,5,DA,Fall,PRE
184,24,5,5,5,5,DA,Fall,PRE
184,26,5,5,5,5,DA,Fall,PRE
184,35,1,2,4,4,DA,Fall,PRE
184,37,1,2,4,4,DA,Fall,PRE
184,40,1,3,4,3,DA,Fall,PRE
185,21,5,4,2,3,DA,Fall,PRE
185,25,5,4,3,4,DA,Fall,PRE
185,41,4,4,2,5,DA,Fall,PRE
185,29,3,2,3,5,DA,Fall,PRE
185,30,2,2,3,5,DA,Fall,PRE
185,40,2,2,3,5,DA,Fall,PRE
186,21,3,4,4,4,DA,Fall,PRE
186,25,4,4,3,4,DA,Fall,PRE
186,29,4,4,3,3,DA,Fall,PRE
186,35,3,5,4,4,DA,Fall,PRE
186,41,4,4,4,4,DA,Fall,PRE
186,60,5,5,5,5,DA,Fall,PRE
186,62,4,4,4,4,DA,Fall,PRE
186,22,2,4,4,4,DA,Fall,PRE
186,36,2,3,5,5,DA,Fall,PRE
186,63,2,3,4,4,DA,Fall,PRE
186,68,3,3,4,4,DA,Fall,PRE
187,38,4,4,4,4,DA,Fall,PRE
187,58,5,4,5,4,DA,Fall,PRE
187,61,5,4,4,4,DA,Fall,PRE
187,25,2,3,3,3,DA,Fall,PRE
187,28,2,4,3,4,DA,Fall,PRE
187,31,2,4,3,3,DA,Fall,PRE
188,21,5,4,5,5,DA,Fall,PRE
188,59,5,5,3,4,DA,Fall,PRE
188,62,5,3,5,5,DA,Fall,PRE
188,24,1,2,2,3,DA,Fall,PRE
188,26,1,2,1,2,DA,Fall,PRE
188,28,1,1,2,1,DA,Fall,PRE
189,23,5,5,4,4,DA,Fall,PRE
189,25,5,4,5,4,DA,Fall,PRE
189,29,4,5,5,5,DA,Fall,PRE
189,32,2,3,4,5,DA,Fall,PRE
189,39,3,5,4,4,DA,Fall,PRE
189,40,2,4,5,5,DA,Fall,PRE
190,33,5,4,4,4,DA,Fall,PRE
190,65,4,4,4,4,DA,Fall,PRE
190,66,5,4,5,3,DA,Fall,PRE
190,24,2,2,2,2,DA,Fall,PRE
190,44,1,2,2,3,DA,Fall,PRE
190,51,2,3,3,2,DA,Fall,PRE
191,47,5,5,3,4,DA,Fall,PRE
191,51,4,5,4,5,DA,Fall,PRE
191,63,5,5,3,3,DA,Fall,PRE
191,21,2,2,5,5,DA,Fall,PRE
191,22,2,3,4,4,DA,Fall,PRE
191,69,1,4,5,5,DA,Fall,PRE
192,21,4,4,4,3,DA,Fall,PRE
192,25,4,4,4,3,DA,Fall,PRE
192,30,4,4,4,4,DA,Fall,PRE
192,36,2,2,4,4,DA,Fall,PRE
192,52,2,2,4,4,DA,Fall,PRE
192,66,2,2,4,4,DA,Fall,PRE
193,42,5,4,4,5,DA,Fall,PRE
193,45,4,5,5,4,DA,Fall,PRE
193,49,5,5,5,5,DA,Fall,PRE
193,38,2,4,3,4,DA,Fall,PRE
193,57,3,4,4,3,DA,Fall,PRE
193,68,3,4,3,4,DA,Fall,PRE
194,21,5,2,4,3,DA,Fall,PRE
194,25,5,2,4,3,DA,Fall,PRE
194,26,5,2,4,3,DA,Fall,PRE
194,49,5,2,4,3,DA,Fall,PRE
194,27,2,3,3,3,DA,Fall,PRE
194,29,2,3,3,3,DA,Fall,PRE
194,39,2,3,3,3,DA,Fall,PRE
195,39,5,4,4,3,DA,Fall,PRE
195,65,4,4,4,3,DA,Fall,PRE
195,66,5,5,5,3,DA,Fall,PRE
195,24,2,2,4,3,DA,Fall,PRE
195,25,2,3,3,1,DA,Fall,PRE
195,26,2,2,4,2,DA,Fall,PRE
196,33,4,4,3,3,DA,Fall,PRE
196,36,5,4,4,4,DA,Fall,PRE
196,60,5,5,4,4,DA,Fall,PRE
196,61,5,4,3,4,DA,Fall,PRE
196,64,3,3,5,2,DA,Fall,PRE
196,68,3,3,5,3,DA,Fall,PRE
196,70,3,3,5,3,DA,Fall,PRE
197,25,4,4,5,4,DA,Fall,PRE
197,43,5,5,3,3,DA,Fall,PRE
197,61,5,5,3,3,DA,Fall,PRE
197,22,1,1,2,4,DA,Fall,PRE
197,44,2,1,3,3,DA,Fall,PRE
197,57,1,1,2,2,DA,Fall,PRE
198,30,5,5,4,4,DM,Fall,PRE
198,47,4,3,3,3,DM,Fall,PRE
198,67,5,5,4,4,DM,Fall,PRE
198,37,1,3,3,4,DM,Fall,PRE
198,38,1,2,2,3,DM,Fall,PRE
198,39,1,1,1,3,DM,Fall,PRE
198,40,1,1,2,4,DM,Fall,PRE
198,43,1,3,3,3,DM,Fall,PRE
198,45,2,2,2,3,DM,Fall,PRE
198,55,1,1,1,4,DM,Fall,PRE
199,25,5,4,5,4,DM,Fall,PRE
199,31,5,5,4,5,DM,Fall,PRE
199,32,5,4,4,4,DM,Fall,PRE
199,34,3,5,3,5,DM,Fall,PRE
199,43,3,4,4,4,DM,Fall,PRE
199,48,3,4,4,4,DM,Fall,PRE
200,21,4,3,4,4,DM,Fall,PRE
200,23,4,3,4,4,DM,Fall,PRE
200,25,4,3,3,4,DM,Fall,PRE
200,29,2,4,4,4,DM,Fall,PRE
200,35,2,4,5,5,DM,Fall,PRE
200,40,2,4,4,4,DM,Fall,PRE
201,21,5,5,5,5,DM,Fall,PRE
201,49,5,5,5,5,DM,Fall,PRE
201,69,5,5,5,5,DM,Fall,PRE
201,24,2,3,4,5,DM,Fall,PRE
201,36,2,3,4,5,DM,Fall,PRE
201,45,2,3,4,5,DM,Fall,PRE
202,30,5,4,4,4,DM,Fall,PRE
202,59,4,3,4,4,DM,Fall,PRE
202,62,5,3,4,4,DM,Fall,PRE
202,37,2,2,3,3,DM,Fall,PRE
202,40,2,2,3,3,DM,Fall,PRE
202,64,1,2,3,3,DM,Fall,PRE
203,30,5,5,5,4,DM,Fall,PRE
203,37,4,4,3,5,DM,Fall,PRE
203,49,4,4,4,3,DM,Fall,PRE
203,58,5,3,3,5,DM,Fall,PRE
203,42,2,3,3,3,DM,Fall,PRE
203,47,2,3,3,4,DM,Fall,PRE
203,51,2,3,3,3,DM,Fall,PRE
204,30,4,4,4,4,DM,Fall,PRE
204,51,4,5,3,4,DM,Fall,PRE
204,58,5,5,4,4,DM,Fall,PRE
204,23,2,2,3,3,DM,Fall,PRE
204,37,2,2,2,3,DM,Fall,PRE
204,40,2,2,4,3,DM,Fall,PRE
205,21,5,2,3,3,DM,Fall,PRE
205,24,4,3,4,2,DM,Fall,PRE
205,25,4,3,2,2,DM,Fall,PRE
205,34,1,2,3,3,DM,Fall,PRE
205,35,2,3,2,2,DM,Fall,PRE
205,37,2,3,3,2,DM,Fall,PRE
206,31,5,4,4,4,DA,Fall,PRE
206,65,4,4,4,4,DA,Fall,PRE
206,69,4,4,4,4,DA,Fall,PRE
206,22,2,3,2,3,DA,Fall,PRE
206,23,2,2,2,3,DA,Fall,PRE
206,29,2,2,2,3,DA,Fall,PRE
207,21,5,4,4,4,DA,Fall,PRE
207,25,5,4,4,4,DA,Fall,PRE
207,33,5,4,4,4,DA,Fall,PRE
207,37,2,3,3,3,DA,Fall,PRE
207,38,2,3,3,3,DA,Fall,PRE
207,40,2,3,3,3,DA,Fall,PRE
208,38,5,5,5,2,DA,Fall,PRE
208,57,4,4,4,3,DA,Fall,PRE
208,62,3,3,3,3,DA,Fall,PRE
208,33,3,4,4,4,DA,Fall,PRE
208,34,2,3,3,3,DA,Fall,PRE
208,41,2,3,3,3,DA,Fall,PRE
209,49,5,4,4,3,DA,Fall,PRE
209,55,4,5,5,4,DA,Fall,PRE
209,64,5,4,4,4,DA,Fall,PRE
209,28,2,4,4,4,DA,Fall,PRE
209,29,2,4,4,4,DA,Fall,PRE
209,41,3,3,3,4,DA,Fall,PRE
209,54,2,5,4,3,DA,Fall,PRE
210,25,4,4,5,3,DA,Fall,PRE
210,31,5,5,5,4,DA,Fall,PRE
210,41,4,4,4,4,DA,Fall,PRE
210,37,1,2,1,2,DA,Fall,PRE
210,43,2,1,1,2,DA,Fall,PRE
210,51,1,2,1,2,DA,Fall,PRE
211,44,4,4,3,3,DA,Fall,PRE
211,46,4,4,4,4,DA,Fall,PRE
211,47,5,5,3,4,DA,Fall,PRE
211,50,4,4,4,3,DA,Fall,PRE
211,26,2,3,2,3,DA,Fall,PRE
211,32,3,2,3,4,DA,Fall,PRE
211,49,2,3,3,3,DA,Fall,PRE
212,21,5,4,4,4,DA,Fall,PRE
212,30,4,4,4,4,DA,Fall,PRE
212,47,4,4,4,4,DA,Fall,PRE
212,49,5,5,5,5,DA,Fall,PRE
212,53,4,3,4,4,DA,Fall,PRE
212,54,5,5,5,5,DA,Fall,PRE
212,24,2,3,3,3,DA,Fall,PRE
212,36,1,2,2,3,DA,Fall,PRE
212,48,1,4,2,3,DA,Fall,PRE
213,21,5,5,5,5,DM,Fall,PRE
213,41,5,3,3,5,DM,Fall,PRE
213,57,5,4,4,3,DM,Fall,PRE
213,23,1,1,5,5,DM,Fall,PRE
213,30,1,2,3,3,DM,Fall,PRE
213,61,3,3,4,4,DM,Fall,PRE
214,21,4,5,4,3,DM,Fall,PRE
214,30,5,5,5,5,DM,Fall,PRE
214,57,4,5,4,4,DM,Fall,PRE
214,24,1,3,2,2,DM,Fall,PRE
214,64,3,4,2,2,DM,Fall,PRE
214,31,4,4,4,4,DM,Fall,PRE
214,49,4,4,4,4,DM,Fall,PRE
214,62,4,4,4,4,DM,Fall,PRE
214,34,2,3,3,3,DM,Fall,PRE
214,52,2,3,3,3,DM,Fall,PRE
214,23,4,4,4,4,DM,Fall,PRE
214,25,5,4,4,4,DM,Fall,PRE
214,28,4,4,2,4,DM,Fall,PRE
214,38,2,3,2,3,DM,Fall,PRE
214,47,2,3,3,3,DM,Fall,PRE
214,48,2,3,3,3,DM,Fall,PRE
215,25,5,4,4,4,DM,Fall,PRE
215,33,4,5,4,5,DM,Fall,PRE
215,49,5,4,4,4,DM,Fall,PRE
215,27,2,4,4,4,DM,Fall,PRE
215,45,2,5,5,3,DM,Fall,PRE
215,55,2,4,4,4,DM,Fall,PRE
216,25,4,5,4,4,DM,Fall,PRE
216,49,4,5,3,4,DM,Fall,PRE
216,69,4,5,5,3,DM,Fall,PRE
216,27,2,1,3,4,DM,Fall,PRE
216,28,2,2,3,3,DM,Fall,PRE
216,35,1,2,3,3,DM,Fall,PRE
217,25,4,4,3,4,DM,Fall,PRE
217,44,4,3,4,4,DM,Fall,PRE
217,55,4,4,4,4,DM,Fall,PRE
217,37,2,4,3,4,DM,Fall,PRE
217,40,3,3,4,3,DM,Fall,PRE
217,41,3,3,4,4,DM,Fall,PRE
218,21,3,1,1,1,DA,Fall,PRE
218,54,5,5,5,5,DA,Fall,PRE
218,69,4,3,4,5,DA,Fall,PRE
218,31,2,3,3,2,DA,Fall,PRE
218,36,1,2,2,1,DA,Fall,PRE
218,44,1,3,3,2,DA,Fall,PRE
219,28,4,5,4,4,DA,Fall,PRE
219,38,5,5,4,3,DA,Fall,PRE
219,57,5,5,4,3,DA,Fall,PRE
219,36,2,3,3,3,DA,Fall,PRE
219,62,2,3,3,3,DA,Fall,PRE
219,68,2,3,3,3,DA,Fall,PRE
220,25,5,5,3,4,DA,Fall,PRE
220,30,5,5,4,3,DA,Fall,PRE
220,35,4,4,5,4,DA,Fall,PRE
220,36,5,5,5,4,DA,Fall,PRE
220,38,5,5,2,3,DA,Fall,PRE
220,40,4,5,5,4,DA,Fall,PRE
220,49,5,5,4,3,DA,Fall,PRE
220,51,4,5,3,3,DA,Fall,PRE
220,63,4,4,3,3,DA,Fall,PRE
220,67,4,5,5,4,DA,Fall,PRE
220,21,2,4,5,5,DA,Fall,PRE
220,29,1,1,5,5,DA,Fall,PRE
220,58,2,2,5,5,DA,Fall,PRE
220,69,2,3,5,5,DA,Fall,PRE
221,21,5,4,2,3,DA,Fall,PRE
221,30,4,4,4,4,DA,Fall,PRE
221,33,4,4,3,3,DA,Fall,PRE
221,40,5,4,4,4,DA,Fall,PRE
221,49,5,4,4,3,DA,Fall,PRE
221,63,4,5,4,3,DA,Fall,PRE
221,69,4,3,4,3,DA,Fall,PRE
221,25,2,3,3,3,DA,Fall,PRE
221,28,2,3,4,3,DA,Fall,PRE
221,42,2,3,3,3,DA,Fall,PRE
222,24,5,3,4,2,DA,Fall,PRE
222,33,5,4,5,5,DA,Fall,PRE
222,39,5,5,4,5,DA,Fall,PRE
222,35,3,5,5,3,DA,Fall,PRE
222,44,3,3,5,5,DA,Fall,PRE
222,54,2,4,4,4,DA,Fall,PRE
222,59,3,5,5,4,DA,Fall,PRE
222,64,3,4,5,5,DA,Fall,PRE
223,21,5,4,3,3,DA,Fall,PRE
223,25,4,3,4,3,DA,Fall,PRE
223,33,5,4,3,4,DA,Fall,PRE
223,46,5,5,2,3,DA,Fall,PRE
223,70,4,4,3,4,DA,Fall,PRE
223,22,3,2,2,2,DA,Fall,PRE
223,24,3,2,3,2,DA,Fall,PRE
223,53,2,3,2,3,DA,Fall,PRE
223,56,2,3,4,3,DA,Fall,PRE
224,21,5,5,5,5,DA,Fall,PRE
224,22,5,5,5,5,DA,Fall,PRE
224,23,5,5,5,5,DA,Fall,PRE
224,35,2,3,3,3,DA,Fall,PRE
224,36,2,3,3,3,DA,Fall,PRE
224,37,2,3,3,3,DA,Fall,PRE
225,25,4,3,3,3,DA,Fall,PRE
225,28,4,3,3,3,DA,Fall,PRE
225,40,4,3,3,3,DA,Fall,PRE
225,52,2,3,3,3,DA,Fall,PRE
225,62,2,3,3,3,DA,Fall,PRE
225,68,2,3,3,3,DA,Fall,PRE
226,25,5,5,5,3,DA,Fall,PRE
226,26,5,4,5,3,DA,Fall,PRE
226,30,4,4,4,3,DA,Fall,PRE
226,49,1,1,2,2,DA,Fall,PRE
226,59,2,2,2,1,DA,Fall,PRE
226,70,2,1,2,2,DA,Fall,PRE
227,38,4,3,5,5,DA,Fall,PRE
227,42,4,4,4,4,DA,Fall,PRE
227,55,2,1,3,2,DA,Fall,PRE
227,59,1,1,4,4,DA,Fall,PRE
227,68,1,1,3,3,DA,Fall,PRE
227,21,5,4,4,4,DA,Fall,PRE
227,25,4,4,4,5,DA,Fall,PRE
227,41,5,5,5,4,DA,Fall,PRE
227,33,2,2,2,3,DA,Fall,PRE
227,36,1,3,3,2,DA,Fall,PRE
227,60,2,2,2,2,DA,Fall,PRE
228,21,5,4,4,5,DA,Fall,PRE
228,40,4,5,4,4,DA,Fall,PRE
228,56,5,5,4,4,DA,Fall,PRE
228,30,2,3,3,4,DA,Fall,PRE
228,41,2,2,3,4,DA,Fall,PRE
228,45,2,3,2,4,DA,Fall,PRE
229,26,4,4,1,1,DA,Fall,PRE
229,28,5,5,5,4,DA,Fall,PRE
229,60,5,4,5,4,DA,Fall,PRE
229,22,2,3,3,3,DA,Fall,PRE
229,27,2,3,2,2,DA,Fall,PRE
229,40,3,4,2,2,DA,Fall,PRE
230,30,5,4,4,4,DA,Fall,PRE
230,41,4,4,5,3,DA,Fall,PRE
230,51,4,4,3,4,DA,Fall,PRE
230,22,2,3,3,3,DA,Fall,PRE
230,27,2,2,2,3,DA,Fall,PRE
230,37,1,3,3,3,DA,Fall,PRE
231,25,5,5,3,3,DA,Spring,DUR
231,32,5,4,4,3,DA,Spring,DUR
231,49,5,4,5,3,DA,Spring,DUR
231,22,1,2,3,3,DA,Spring,DUR
231,28,2,3,3,3,DA,Spring,DUR
231,48,2,3,3,3,DA,Spring,DUR
232,21,5,5,5,3,DM,Fall,POS
232,35,5,5,5,3,DM,Fall,POS
232,49,3,3,3,4,DM,Fall,POS
232,65,4,4,4,3,DM,Fall,POS
232,30,2,3,4,5,DM,Fall,POS
232,61,1,2,3,4,DM,Fall,POS
232,64,1,2,3,4,DM,Fall,POS
233,1,4,4,4,4,DB,Fall,POS
233,5,4,4,4,4,DB,Fall,POS
233,6,4,4,4,4,DB,Fall,POS
233,2,2,2,2,3,DB,Fall,POS
233,13,2,2,2,3,DB,Fall,POS
234,1,4,4,4,4,DB,Fall,POS
234,12,5,5,5,3,DB,Fall,POS
234,14,4,3,4,4,DB,Fall,POS
234,7,2,3,2,3,DB,Fall,POS
234,10,2,4,4,4,DB,Fall,POS
234,11,2,3,3,3,DB,Fall,POS
235,4,5,4,4,4,DB,Fall,POS
235,6,5,4,5,4,DB,Fall,POS
235,7,4,4,4,4,DB,Fall,POS
235,9,4,4,3,3,DB,Fall,POS
235,10,5,4,4,4,DB,Fall,POS
235,11,4,4,5,4,DB,Fall,POS
235,15,5,3,5,3,DB,Fall,POS
235,18,4,4,3,4,DB,Fall,POS
235,3,3,5,5,3,DB,Fall,POS
235,5,2,5,5,4,DB,Fall,POS
235,8,3,5,5,4,DB,Fall,POS
236,5,5,5,5,3,DB,Fall,POS
236,9,4,4,4,3,DB,Fall,POS
236,18,4,4,4,3,DB,Fall,POS
236,1,1,3,2,5,DB,Fall,POS
236,13,2,3,3,3,DB,Fall,POS
236,19,2,3,3,3,DB,Fall,POS
237,12,5,4,4,4,DB,Fall,POS
237,15,5,5,3,3,DB,Fall,POS
237,18,5,4,4,3,DB,Fall,POS
237,2,2,3,4,3,DB,Fall,POS
237,8,2,4,4,3,DB,Fall,POS
237,17,1,3,3,4,DB,Fall,POS
238,4,5,4,4,3,DB,Fall,POS
238,11,4,3,3,3,DB,Fall,POS
238,14,4,3,3,3,DB,Fall,POS
238,3,2,3,3,3,DB,Fall,POS
238,15,2,3,3,3,DB,Fall,POS
238,17,2,3,3,3,DB,Fall,POS
239,1,4,4,4,5,DB,Fall,POS
239,5,4,4,4,5,DB,Fall,POS
239,8,5,5,5,5,DB,Fall,POS
239,3,2,3,3,3,DB,Fall,POS
239,13,3,4,4,4,DB,Fall,POS
239,20,2,3,3,3,DB,Fall,POS
240,1,4,4,3,3,DB,Fall,POS
240,8,4,4,3,4,DB,Fall,POS
240,11,4,4,3,3,DB,Fall,POS
240,5,2,3,3,4,DB,Fall,POS
240,6,2,3,3,3,DB,Fall,POS
240,7,3,3,3,3,DB,Fall,POS
241,5,4,4,4,5,DB,Fall,POS
241,9,4,4,4,4,DB,Fall,POS
241,14,5,5,4,5,DB,Fall,POS
241,1,1,3,1,1,DB,Fall,POS
241,3,1,2,1,2,DB,Fall,POS
241,10,1,2,1,1,DB,Fall,POS
242,8,4,3,4,3,DB,Fall,POS
242,9,5,3,4,3,DB,Fall,POS
242,12,5,3,4,3,DB,Fall,POS
242,6,1,1,2,2,DB,Fall,POS
242,16,1,1,2,2,DB,Fall,POS
242,19,1,1,2,2,DB,Fall,POS
